ageem.id,state,municipality,tax.dap.min.range,tax.dap.max.range,tax.dap.avg.range,tax.dap.method,tax.dap.percent,tax.dap.value
1001,Aguascalientes,Aguascalientes,,,,Percent,0.1,
1002,Aguascalientes,Asientos,,,,Percent,0.1,
1003,Aguascalientes,Calvillo,,,,Percent,0.1,
1004,Aguascalientes,Cosio,21.5,43.42,32.46,Range,,32.46
1005,Aguascalientes,Jesus Maria,,,,Percent,0.1,
1006,Aguascalientes,Pabellon de Arteaga,,,,Percent,0.1,
1007,Aguascalientes,Rincon de Romos,,,,Percent,0.1,
1008,Aguascalientes,San Jose de Gracia,,,,Percent,0.1,
1009,Aguascalientes,Tepezala,,,,Percent,0.1,
1010,Aguascalientes,El Llano,,,,Percent,0.1,
1011,Aguascalientes,San Francisco de los Romo,,,,Percent,0.1,
2001,Baja California,Ensenada,,,,,,
2002,Baja California,Mexicali,,,,Percent,0.05,
2003,Baja California,Tecate,,,,Percent,0.05,
2004,Baja California,Tijuana,0.035,0.058,0.0465,Range.percent,0.0465,
2005,Baja California,Playas de Rosarito,,,,Percent,0.05,
3001,Baja California Sur,Comondu,,,,,,
3002,Baja California Sur,Mulege,,,,,,
3003,Baja California Sur,La Paz,,,,,,
3008,Baja California Sur,Los Cabos,,,,,,
3009,Baja California Sur,Loreto,,,,,,
4001,Campeche,Calkini,,,,Percent,0.06,
4002,Campeche,Campeche,,,,Percent,0.06,
4003,Campeche,Carmen,,,,Percent,0.06,
4004,Campeche,Champoton,,,,Percent,0.06,
4005,Campeche,Hecelchakan,,,,Percent,0.06,
4006,Campeche,Hopelchen,,,,Percent,0.06,
4007,Campeche,Palizada,,,,Percent,0.06,
4008,Campeche,Tenabo,,,,Percent,0.06,
4009,Campeche,Escarcega,,,,Percent,0.06,
4010,Campeche,Calakmul,,,,Percent,0.06,
4011,Campeche,Candelaria,,,,Percent,0.06,
5001,Coahuila de Zaragoza,Abasolo,,,,,,
5002,Coahuila de Zaragoza,Acuna,0.02,0.025,0.0225,Range.percent,0.0225,
5003,Coahuila de Zaragoza,Allende,,,,Fix.range,0.02,12
5004,Coahuila de Zaragoza,Arteaga,,,,,,
5005,Coahuila de Zaragoza,Candela,,,,,,
5006,Coahuila de Zaragoza,Castanos,1,14,7.5,Range,,7.5
5007,Coahuila de Zaragoza,Cuatro Cienegas,,,,,,
5008,Coahuila de Zaragoza,Escobedo,,,,,,
5009,Coahuila de Zaragoza,Francisco I. Madero,2,16,9,Range,,9
5010,Coahuila de Zaragoza,Frontera,2,44,23,Range,,23
5011,Coahuila de Zaragoza,General Cepeda,,,,,,
5012,Coahuila de Zaragoza,Guerrero,,,,,,
5013,Coahuila de Zaragoza,Hidalgo,,,,,,
5014,Coahuila de Zaragoza,Jimenez,,,,,,
5015,Coahuila de Zaragoza,Juarez,,,,,,
5016,Coahuila de Zaragoza,Lamadrid,,,,,,
5017,Coahuila de Zaragoza,Matamoros,2,16,9,Range,,9
5018,Coahuila de Zaragoza,Monclova,6,140,73,Range,,73
5019,Coahuila de Zaragoza,Morelos,2,16,9,Range,,9
5020,Coahuila de Zaragoza,Muzquiz,8,225,116.5,Range,,116.5
5021,Coahuila de Zaragoza,Nadadores,,,,,,
5022,Coahuila de Zaragoza,Nava,2,16,9,Range,,9
5023,Coahuila de Zaragoza,Ocampo,2,16,9,Range,,9
5024,Coahuila de Zaragoza,Parras,2,16,9,Range,,9
5025,Coahuila de Zaragoza,Piedras Negras,,,,,,
5026,Coahuila de Zaragoza,Progreso,,,,,,
5027,Coahuila de Zaragoza,Ramos Arizpe,,,,,,
5028,Coahuila de Zaragoza,Sabinas,11,90,50.5,Range,,50.5
5029,Coahuila de Zaragoza,Sacramento,,,,,,
5030,Coahuila de Zaragoza,Saltillo,,,,,,
5031,Coahuila de Zaragoza,San Buenaventura,2,16,9,Range,,9
5032,Coahuila de Zaragoza,San Juan de Sabinas,4,512,258,Range,,258
5033,Coahuila de Zaragoza,San Pedro,2,16,9,Range,,9
5034,Coahuila de Zaragoza,Sierra Mojada,2,16,9,Range,,9
5035,Coahuila de Zaragoza,Torreon,2,16,9,Range,,9
5036,Coahuila de Zaragoza,Viesca,2,16,9,Range,,9
5037,Coahuila de Zaragoza,Villa Union,,,,,,
5038,Coahuila de Zaragoza,Zaragoza,3.5,14,8.75,Range,,8.75
6001,Colima,Armeria,,,,Percent,0.05,
6002,Colima,Colima,,,,Percent,0.05,
6003,Colima,Comala,,,,Percent,0.05,
6004,Colima,Coquimatlan,,,,Percent,0.05,
6005,Colima,Cuauhtemoc,,,,Percent,0.05,
6006,Colima,Ixtlahuacan,,,,Percent,0.05,
6007,Colima,Manzanillo,,,,Percent,0.05,
6008,Colima,Minatitlan,,,,Percent,0.05,
6009,Colima,Tecoman,,,,Percent,0.05,
6010,Colima,Villa de Alvarez,,,,Percent,0.05,
7001,Chiapas,Acacoyagua,,,,,,
7002,Chiapas,Acala,,,,,,
7003,Chiapas,Acapetahua,,,,,,
7004,Chiapas,Altamirano,,,,,,
7005,Chiapas,Amatan,,,,,,
7006,Chiapas,Amatenango de la Frontera,,,,,,
7007,Chiapas,Amatenango del Valle,,,,,,
7008,Chiapas,Angel Albino Corzo,,,,,,
7009,Chiapas,Arriaga,,,,,,
7010,Chiapas,Bejucal de Ocampo,,,,,,
7011,Chiapas,Bella Vista,,,,,,
7012,Chiapas,Berriozabal,,,,,,
7013,Chiapas,Bochil,,,,,,
7014,Chiapas,El Bosque,,,,,,
7015,Chiapas,Cacahoatan,,,,,,
7016,Chiapas,Catazaja,,,,,,
7017,Chiapas,Cintalapa,,,,,,
7018,Chiapas,Coapilla,,,,,,
7019,Chiapas,Comitan de Dominguez,,,,,,
7020,Chiapas,La Concordia,,,,,,
7021,Chiapas,Copainala,,,,,,
7022,Chiapas,Chalchihuitan,,,,,,
7023,Chiapas,Chamula,,,,,,
7024,Chiapas,Chanal,,,,,,
7025,Chiapas,Chapultenango,,,,,,
7026,Chiapas,Chenalho,,,,,,
7027,Chiapas,Chiapa de Corzo,,,,,,
7028,Chiapas,Chiapilla,,,,,,
7029,Chiapas,Chicoasen,,,,,,
7030,Chiapas,Chicomuselo,,,,,,
7031,Chiapas,Chilon,,,,,,
7032,Chiapas,Escuintla,,,,,,
7033,Chiapas,Francisco Leon,,,,,,
7034,Chiapas,Frontera Comalapa,,,,,,
7035,Chiapas,Frontera Hidalgo,,,,,,
7036,Chiapas,La Grandeza,,,,,,
7037,Chiapas,Huehuetan,,,,,,
7038,Chiapas,Huixtan,,,,,,
7039,Chiapas,Huitiupan,,,,,,
7040,Chiapas,Huixtla,,,,,,
7041,Chiapas,La Independencia,,,,,,
7042,Chiapas,Ixhuatan,,,,,,
7043,Chiapas,Ixtacomitan,,,,,,
7044,Chiapas,Ixtapa,,,,,,
7045,Chiapas,Ixtapangajoya,,,,,,
7046,Chiapas,Jiquipilas,,,,,,
7047,Chiapas,Jitotol,,,,,,
7048,Chiapas,Juarez,,,,,,
7049,Chiapas,Larrainzar,,,,,,
7050,Chiapas,La Libertad,,,,,,
7051,Chiapas,Mapastepec,,,,,,
7052,Chiapas,Las Margaritas,,,,,,
7053,Chiapas,Mazapa de Madero,,,,,,
7054,Chiapas,Mazatan,,,,,,
7055,Chiapas,Metapa,,,,,,
7056,Chiapas,Mitontic,,,,,,
7057,Chiapas,Motozintla,,,,,,
7058,Chiapas,Nicolas Ruiz,,,,,,
7059,Chiapas,Ocosingo,,,,,,
7060,Chiapas,Ocotepec,,,,,,
7061,Chiapas,Ocozocoautla de Espinosa,,,,,,
7062,Chiapas,Ostuacan,,,,,,
7063,Chiapas,Osumacinta,,,,,,
7064,Chiapas,Oxchuc,,,,,,
7065,Chiapas,Palenque,,,,,,
7066,Chiapas,Pantelho,,,,,,
7067,Chiapas,Pantepec,,,,,,
7068,Chiapas,Pichucalco,,,,,,
7069,Chiapas,Pijijiapan,,,,,,
7070,Chiapas,El Porvenir,,,,,,
7071,Chiapas,Villa Comaltitlan,,,,,,
7072,Chiapas,Pueblo Nuevo Solistahuacan,,,,,,
7073,Chiapas,Rayon,,,,,,
7074,Chiapas,Reforma,,,,,,
7075,Chiapas,Las Rosas,,,,,,
7076,Chiapas,Sabanilla,,,,,,
7077,Chiapas,Salto de Agua,,,,,,
7078,Chiapas,San Cristobal de las Casas,,,,,,
7079,Chiapas,San Fernando,,,,,,
7080,Chiapas,Siltepec,,,,,,
7081,Chiapas,Simojovel,,,,,,
7082,Chiapas,Sitala,,,,,,
7083,Chiapas,Socoltenango,,,,,,
7084,Chiapas,Solosuchiapa,,,,,,
7085,Chiapas,Soyalo,,,,,,
7086,Chiapas,Suchiapa,,,,,,
7087,Chiapas,Suchiate,,,,,,
7088,Chiapas,Sunuapa,,,,,,
7089,Chiapas,Tapachula,,,,,,
7090,Chiapas,Tapalapa,,,,,,
7091,Chiapas,Tapilula,,,,,,
7092,Chiapas,Tecpatan,,,,,,
7093,Chiapas,Tenejapa,,,,,,
7094,Chiapas,Teopisca,,,,,,
7096,Chiapas,Tila,,,,,,
7097,Chiapas,Tonala,,,,,,
7098,Chiapas,Totolapa,,,,,,
7099,Chiapas,La Trinitaria,,,,,,
7100,Chiapas,Tumbala,,,,,,
7101,Chiapas,Tuxtla Gutierrez,,,,,,
7102,Chiapas,Tuxtla Chico,,,,,,
7103,Chiapas,Tuzantan,,,,,,
7104,Chiapas,Tzimol,,,,,,
7105,Chiapas,Union Juarez,,,,,,
7106,Chiapas,Venustiano Carranza,,,,,,
7107,Chiapas,Villa Corzo,,,,,,
7108,Chiapas,Villaflores,,,,,,
7109,Chiapas,Yajalon,,,,,,
7110,Chiapas,San Lucas,,,,,,
7111,Chiapas,Zinacantan,,,,,,
7112,Chiapas,San Juan Cancuc,,,,,,
7113,Chiapas,Aldama,,,,,,
7114,Chiapas,Benemerito de las Americas,,,,,,
7115,Chiapas,Maravilla Tenejapa,,,,,,
7116,Chiapas,Marques de Comillas,,,,,,
7117,Chiapas,Montecristo de Guerrero,,,,,,
7118,Chiapas,San Andres Duraznal,,,,,,
7119,Chiapas,Santiago el Pinar,,,,,,
8001,Chihuahua,Ahumada,21,250,135.5,Range,,135.5
8002,Chihuahua,Aldama,15.5,7950,3982.75,Range,,3982.75
8003,Chihuahua,Allende,30,1500,765,Range,,765
8004,Chihuahua,Aquiles Serdan,62.24,287.04,174.64,Range,,174.64
8005,Chihuahua,Ascension,30,1000,515,Range,,515
8006,Chihuahua,Bachiniva,36,500,268,Range,,268
8007,Chihuahua,Balleza,12.5,302.5,157.5,Range,,157.5
8008,Chihuahua,Batopilas,12.5,500,256.25,Range,,256.25
8009,Chihuahua,Bocoyna,7.5,600,303.75,Range,,303.75
8010,Chihuahua,Buenaventura,23,80000,40011.5,Range,,40011.5
8011,Chihuahua,Camargo,23,3915,1969,Range,,1969
8012,Chihuahua,Carichi,25,100,62.5,Range,,62.5
8013,Chihuahua,Casas Grandes,,,,,,
8014,Chihuahua,Coronado,12.5,30,21.25,Range,,21.25
8015,Chihuahua,Coyame del Sotol,10,105,57.5,Range,,57.5
8016,Chihuahua,La Cruz,30,85,57.5,Range,,57.5
8017,Chihuahua,Cuauhtemoc,7,10000,5003.5,Range,,5003.5
8018,Chihuahua,Cusihuiriachi,12,12500,6256,Range,,6256
8019,Chihuahua,Chihuahua,12.5,21359,10685.75,Range,,10685.75
8020,Chihuahua,Chinipas,21,50000,25010.5,Range,,25010.5
8021,Chihuahua,Delicias,,,,Percent,0.085,
8022,Chihuahua,Dr. Belisario Dominguez,10,200,105,Range,,105
8023,Chihuahua,Galeana,15,7500,3757.5,Range,,3757.5
8024,Chihuahua,Santa Isabel,25,90,57.5,Range,,57.5
8025,Chihuahua,Gomez Farias,5,12500,6252.5,Range,,6252.5
8026,Chihuahua,Gran Morelos,10,25,17.5,Range,,17.5
8027,Chihuahua,Guachochi,20,1000,510,Range,,510
8028,Chihuahua,Guadalupe,32,180,106,Range,,106
8029,Chihuahua,Guadalupe y Calvo,12,40,26,Range,,26
8030,Chihuahua,Guazapares,5,120,62.5,Range,,62.5
8031,Chihuahua,Guerrero,2.5,17000,8501.25,Range,,8501.25
8032,Chihuahua,Hidalgo del Parral,11,868,439.5,Range,,439.5
8033,Chihuahua,Huejotitan,12.5,17.5,15,Range,,15
8034,Chihuahua,Ignacio Zaragoza,15,1000,507.5,Range,,507.5
8035,Chihuahua,Janos,0.02,0.025,0.0225,Range.percent,0.0225,
8036,Chihuahua,Jimenez,12.5,40000,20006.25,Range,,20006.25
8037,Chihuahua,Juarez,20,20000,10010,Range,,10010
8038,Chihuahua,Julimes,30,100,65,Range,,65
8039,Chihuahua,Lopez,20,42.5,31.25,Range,,31.25
8040,Chihuahua,Madera,5,12500,6252.5,Range,,6252.5
8041,Chihuahua,Maguarichi,12.5,1800,906.25,Range,,906.25
8042,Chihuahua,Manuel Benavides,10,105,57.5,Range,,57.5
8043,Chihuahua,Matachi,5,12500,6252.5,Range,,6252.5
8044,Chihuahua,Matamoros,30,2800,1415,Range,,1415
8045,Chihuahua,Meoqui,27,5100,2563.5,Range,,2563.5
8046,Chihuahua,Morelos,20,50,35,Range,,35
8047,Chihuahua,Moris,17.5,12500,6258.75,Range,,6258.75
8048,Chihuahua,Namiquipa,40,2200,1120,Range,,1120
8049,Chihuahua,Nonoava,25,1000,512.5,Range,,512.5
8050,Chihuahua,Nuevo Casas Grandes,20,2000,1010,Range,,1010
8051,Chihuahua,Ocampo,3.75,12500,6251.875,Range,,6251.875
8052,Chihuahua,Ojinaga,50,500,275,Range,,275
8053,Chihuahua,Praxedis G. Guerrero,25,500,262.5,Range,,262.5
8054,Chihuahua,Riva Palacio,40,950,495,Range,,495
8055,Chihuahua,Rosales,35,80000,40017.5,Range,,40017.5
8056,Chihuahua,Rosario,15,70,42.5,Range,,42.5
8057,Chihuahua,San Francisco de Borja,20,250,135,Range,,135
8058,Chihuahua,San Francisco de Conchos,16,1200,608,Range,,608
8059,Chihuahua,San Francisco del Oro,15,100,57.5,Range,,57.5
8060,Chihuahua,Santa Barbara,50,12000,6025,Range,,6025
8061,Chihuahua,Satevo,25,100,62.5,Range,,62.5
8062,Chihuahua,Saucillo,10,600,305,Range,,305
8063,Chihuahua,Temosachic,5,12500,6252.5,Range,,6252.5
8064,Chihuahua,El Tule,5,40,22.5,Range,,22.5
8065,Chihuahua,Urique,5,150,77.5,Range,,77.5
8066,Chihuahua,Uruachi,11,110,60.5,Range,,60.5
8067,Chihuahua,Valle de Zaragoza,100,200,150,Range,,150
9002,Ciudad de Mexico,Azcapotzalco,,,,,,
9003,Ciudad de Mexico,Coyoacan,,,,,,
9004,Ciudad de Mexico,Cuajimalpa de Morelos,,,,,,
9005,Ciudad de Mexico,Gustavo A. Madero,,,,,,
9006,Ciudad de Mexico,Iztacalco,,,,,,
9007,Ciudad de Mexico,Iztapalapa,,,,,,
9008,Ciudad de Mexico,La Magdalena Contreras,,,,,,
9009,Ciudad de Mexico,Milpa Alta,,,,,,
9010,Ciudad de Mexico,Alvaro Obregon,,,,,,
9011,Ciudad de Mexico,Tlahuac,,,,,,
9012,Ciudad de Mexico,Tlalpan,,,,,,
9013,Ciudad de Mexico,Xochimilco,,,,,,
9014,Ciudad de Mexico,Benito Juarez,,,,,,
9015,Ciudad de Mexico,Cuauhtemoc,,,,,,
9016,Ciudad de Mexico,Miguel Hidalgo,,,,,,
9017,Ciudad de Mexico,Venustiano Carranza,,,,,,
10001,Durango,Canatlan,,,,Percent,0.06,
10002,Durango,Canelas,,,,Percent,0.06,
10003,Durango,Coneto de Comonfort,,,,Percent,0.06,
10004,Durango,Cuencame,,,,Percent,0.06,
10005,Durango,Durango,,,,Percent,0.06,
10006,Durango,General Simon Bolivar,,,,Percent,0.05,
10007,Durango,Gomez Palacio,,,,Percent,0.05,
10008,Durango,Guadalupe Victoria,,,,Percent,0.06,
10009,Durango,Guanacevi,0.05,0.1,0.075,Range.percent,0.075,
10010,Durango,Hidalgo,0.05,0.1,0.075,Range.percent,0.075,
10011,Durango,Inde,0.08,0.12,0.1,Range.percent,0.1,
10012,Durango,Lerdo,,,,Percent,0.05,
10013,Durango,Mapimi,,,,Percent,0.05,
10014,Durango,Mezquital,,,,Percent,0.06,
10015,Durango,Nazas,,,,Percent,0.05,
10016,Durango,Nombre de Dios,,,,Percent,0.06,
10017,Durango,Ocampo,0.05,0.1,0.075,Range.percent,0.075,
10018,Durango,El Oro,0.05,0.1,0.075,Range.percent,0.075,
10019,Durango,Otaez,,,,Percent,0.06,
10020,Durango,Panuco de Coronado,,,,Percent,0.06,
10021,Durango,Penon Blanco,,,,Percent,0.06,
10022,Durango,Poanas,,,,Percent,0.06,
10023,Durango,Pueblo Nuevo,,,,Percent,0.06,
10024,Durango,Rodeo,,,,Percent,0.05,
10025,Durango,San Bernardo,0.05,0.1,0.075,Range.percent,0.075,
10026,Durango,San Dimas,,,,Percent,0.06,
10027,Durango,San Juan de Guadalupe,,,,Percent,0.05,
10028,Durango,San Juan del Rio,,,,Percent,0.06,
10029,Durango,San Luis del Cordero,,,,Percent,0.05,
10030,Durango,San Pedro del Gallo,,,,Percent,0.05,
10031,Durango,Santa Clara,,,,Percent,0.05,
10032,Durango,Santiago Papasquiaro,,,,Percent,0.06,
10033,Durango,Suchil,,,,Percent,0.06,
10034,Durango,Tamazula,0.05,0.1,0.075,Range.percent,0.075,
10035,Durango,Tepehuanes,,,,Percent,0.06,
10036,Durango,Tlahualilo,,,,Percent,0.05,
10037,Durango,Topia,,,,Percent,0.06,
10038,Durango,Vicente Guerrero,,,,Percent,0.06,
10039,Durango,Nuevo Ideal,,,,Percent,0.06,
11001,Guanajuato,Abasolo,,,,Percent.fix,0.1,775.21
11002,Guanajuato,Acambaro,,,,Percent.fix,0.1,931
11003,Guanajuato,San Miguel de Allende,,,,Percent.fix,0.1,939.54
11004,Guanajuato,Apaseo el Alto,,,,Percent.fix,0.1,967.49
11005,Guanajuato,Apaseo el Grande,,,,Percent.fix,0.1,814.63
11006,Guanajuato,Atarjea,,,,Percent.fix,0.1,1694
11007,Guanajuato,Celaya,,,,Percent.fix,0.1,747.98
11008,Guanajuato,Manuel Doblado,,,,Percent.fix,0.1,786.7
11009,Guanajuato,Comonfort,,,,Percent.fix,0.1,1459.69
11010,Guanajuato,Coroneo,,,,Percent.fix,0.1,1444.93
11011,Guanajuato,Cortazar,,,,Percent.fix,0.1,923.5
11012,Guanajuato,Cueramaro,,,,Percent.fix,0.1,894.86
11013,Guanajuato,Doctor Mora,,,,Percent.fix,0.1,738.38
11014,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,,,,Percent.fix,0.1,563.27
11015,Guanajuato,Guanajuato,,,,Percent.fix,0.1,1020.28
11016,Guanajuato,Huanimaro,,,,Percent.fix,0.1,1472.59
11017,Guanajuato,Irapuato,,,,Percent.fix,0.1,927.57
11018,Guanajuato,Jaral del Progreso,,,,Percent.fix,0.1,1415.29
11019,Guanajuato,Jerecuaro,,,,Percent.fix,0.1,689.27
11020,Guanajuato,Leon,,,,Percent.fix,0.1,1413.63
11021,Guanajuato,Moroleon,,,,Percent.fix,0.1,799.43
11022,Guanajuato,Ocampo,,,,Percent.fix,0.1,1287.96
11023,Guanajuato,Penjamo,,,,Percent.fix,0.1,2007.95
11024,Guanajuato,Pueblo Nuevo,,,,Percent.fix,0.1,1003.8
11025,Guanajuato,Purisima del Rincon,,,,Percent.fix,0.1,1361.99
11026,Guanajuato,Romita,,,,Percent.fix,0.1,635.38
11027,Guanajuato,Salamanca,,,,Percent.fix,0.1,1128.22
11028,Guanajuato,Salvatierra,,,,Percent.fix,0.1,801.59
11029,Guanajuato,San Diego de la Union,,,,Percent.fix,0.1,984.64
11030,Guanajuato,San Felipe,,,,Percent.fix,0.1,1194.13
11031,Guanajuato,San Francisco del Rincon,,,,Percent.fix,0.1,1133.73
11032,Guanajuato,San Jose Iturbide,,,,Percent.fix,0.1,1578.64
11033,Guanajuato,San Luis de la Paz,,,,Percent.fix,0.1,1434.11
11034,Guanajuato,Santa Catarina,,,,Percent.fix,0.1,1740.62
11035,Guanajuato,Santa Cruz de Juventino Rosas,,,,Percent.fix,0.1,359.85
11036,Guanajuato,Santiago Maravatio,,,,Percent.fix,0.1,1115.07
11037,Guanajuato,Silao,,,,Percent.fix,0.1,1038.84
11038,Guanajuato,Tarandacuao,,,,Percent.fix,0.1,2361.38
11039,Guanajuato,Tarimoro,,,,Percent.fix,0.1,704.94
11040,Guanajuato,Tierra Blanca,,,,Percent.fix,0.1,598.33
11041,Guanajuato,Uriangato,,,,Percent.fix,0.1,846.66
11042,Guanajuato,Valle de Santiago,,,,Percent.fix,0.1,1205.24
11043,Guanajuato,Victoria,,,,Percent.fix,0.1,3756.23
11044,Guanajuato,Villagran,,,,Percent.fix,0.1,752.73
11045,Guanajuato,Xichu,,,,Percent.fix,0.1,1794.53
11046,Guanajuato,Yuriria,,,,Percent.fix,0.1,919.2
12001,Guerrero,Acapulco de Juarez,42.41,206.76,124.585,Range,,124.585
12002,Guerrero,Ahuacuotzingo,0.13,0.15,0.14,Range.percent,0.14,
12003,Guerrero,Ajuchitlan del Progreso,0.13,0.15,0.14,Range.percent,0.14,
12004,Guerrero,Alcozauca de Guerrero,0.13,0.15,0.14,Range.percent,0.14,
12005,Guerrero,Alpoyeca,0.13,0.15,0.14,Range.percent,0.14,
12006,Guerrero,Apaxtla,0.13,0.15,0.14,Range.percent,0.14,
12007,Guerrero,Arcelia,0.13,0.15,0.14,Range.percent,0.14,
12008,Guerrero,Atenango del Rio,0.13,0.15,0.14,Range.percent,0.14,
12009,Guerrero,Atlamajalcingo del Monte,,,,,,
12010,Guerrero,Atlixtac,0.13,0.15,0.14,Range.percent,0.14,
12011,Guerrero,Atoyac de Alvarez,0.13,0.15,0.14,Range.percent,0.14,
12012,Guerrero,Ayutla de los Libres,,,,,,
12013,Guerrero,Azoyu,,,,,,
12014,Guerrero,Benito Juarez,0.13,0.15,0.14,Range.percent,0.14,
12015,Guerrero,Buenavista de Cuellar,0.13,0.15,0.14,Range.percent,0.14,
12016,Guerrero,Coahuayutla de Jose Maria Izazaga,0.13,0.15,0.14,Range.percent,0.14,
12017,Guerrero,Cocula,0.13,0.15,0.14,Range.percent,0.14,
12018,Guerrero,Copala,0.13,0.15,0.14,Range.percent,0.14,
12019,Guerrero,Copalillo,0.13,0.15,0.14,Range.percent,0.14,
12020,Guerrero,Copanatoyac,0.13,0.15,0.14,Range.percent,0.14,
12021,Guerrero,Coyuca de Benitez,0.13,0.15,0.14,Range.percent,0.14,
12022,Guerrero,Coyuca de Catalan,0.13,0.15,0.14,Range.percent,0.14,
12023,Guerrero,Cuajinicuilapa,0.13,0.15,0.14,Range.percent,0.14,
12024,Guerrero,Cualac,0.13,0.15,0.14,Range.percent,0.14,
12025,Guerrero,Cuautepec,,,,,,
12026,Guerrero,Cuetzala del Progreso,0.13,0.15,0.14,Range.percent,0.14,
12027,Guerrero,Cutzamala de Pinzon,0.13,0.15,0.14,Range.percent,0.14,
12028,Guerrero,Chilapa de Alvarez,0.13,0.15,0.14,Range.percent,0.14,
12029,Guerrero,Chilpancingo de los Bravo,14.28,306,160.14,Range,,160.14
12030,Guerrero,Florencio Villarreal,0.13,0.15,0.14,Range.percent,0.14,
12031,Guerrero,General Canuto A. Neri,0.13,0.15,0.14,Range.percent,0.14,
12032,Guerrero,General Heliodoro Castillo,0.13,0.15,0.14,Range.percent,0.14,
12033,Guerrero,Huamuxtitlan,0.13,0.15,0.14,Range.percent,0.14,
12034,Guerrero,Huitzuco de los Figueroa,0.13,0.15,0.14,Range.percent,0.14,
12035,Guerrero,Iguala de la Independencia,0.13,0.15,0.14,Range.percent,0.14,
12036,Guerrero,Igualapa,0.13,0.15,0.14,Range.percent,0.14,
12037,Guerrero,Ixcateopan de Cuauhtemoc,0.13,0.15,0.14,Range.percent,0.14,
12038,Guerrero,Zihuatanejo de Azueta,0.13,0.15,0.14,Range.percent,0.14,
12039,Guerrero,Juan R. Escudero,0.13,0.15,0.14,Range.percent,0.14,
12040,Guerrero,Leonardo Bravo,0.13,0.15,0.14,Range.percent,0.14,
12041,Guerrero,Malinaltepec,,,,,,
12042,Guerrero,Martir de Cuilapan,0.13,0.15,0.14,Range.percent,0.14,
12043,Guerrero,Metlatonoc,0.13,0.15,0.14,Range.percent,0.14,
12044,Guerrero,Mochitlan,0.13,0.15,0.14,Range.percent,0.14,
12045,Guerrero,Olinala,0.13,0.15,0.14,Range.percent,0.14,
12046,Guerrero,Ometepec,0.13,0.15,0.14,Range.percent,0.14,
12047,Guerrero,Pedro Ascencio Alquisiras,0.13,0.15,0.14,Range.percent,0.14,
12048,Guerrero,Petatlan,0.13,0.15,0.14,Range.percent,0.14,
12049,Guerrero,Pilcaya,0.13,0.15,0.14,Range.percent,0.14,
12050,Guerrero,Pungarabato,,,,,,
12051,Guerrero,Quechultenango,0.13,0.15,0.14,Range.percent,0.14,
12052,Guerrero,San Luis Acatlan,0.13,0.15,0.14,Range.percent,0.14,
12053,Guerrero,San Marcos,0.13,0.15,0.14,Range.percent,0.14,
12054,Guerrero,San Miguel Totolapan,0.13,0.15,0.14,Range.percent,0.14,
12055,Guerrero,Taxco de Alarcon,0.13,0.15,0.14,Range.percent,0.14,
12056,Guerrero,Tecoanapa,,,,,,
12057,Guerrero,Tecpan de Galeana,0.13,0.15,0.14,Range.percent,0.14,
12058,Guerrero,Teloloapan,0.13,0.15,0.14,Range.percent,0.14,
12059,Guerrero,Tepecoacuilco de Trujano,0.13,0.15,0.14,Range.percent,0.14,
12060,Guerrero,Tetipac,0.13,0.15,0.14,Range.percent,0.14,
12061,Guerrero,Tixtla de Guerrero,0.13,0.15,0.14,Range.percent,0.14,
12062,Guerrero,Tlacoachistlahuaca,,,,,,
12063,Guerrero,Tlacoapa,,,,,,
12064,Guerrero,Tlalchapa,0.13,0.15,0.14,Range.percent,0.14,
12065,Guerrero,Tlalixtaquilla de Maldonado,0.13,0.15,0.14,Range.percent,0.14,
12066,Guerrero,Tlapa de Comonfort,0.13,0.15,0.14,Range.percent,0.14,
12067,Guerrero,Tlapehuala,0.13,0.15,0.14,Range.percent,0.14,
12068,Guerrero,La Union de Isidoro Montes de Oca,0.13,0.15,0.14,Range.percent,0.14,
12069,Guerrero,Xalpatlahuac,0.13,0.15,0.14,Range.percent,0.14,
12070,Guerrero,Xochihuehuetlan,0.015,0.05,0.0325,Range.percent,0.0325,
12071,Guerrero,Xochistlahuaca,,,,,,
12072,Guerrero,Zapotitlan Tablas,0.13,0.15,0.14,Range.percent,0.14,
12073,Guerrero,Zirandaro,0.13,0.15,0.14,Range.percent,0.14,
12074,Guerrero,Zitlala,0.13,0.15,0.14,Range.percent,0.14,
12075,Guerrero,Eduardo Neri,,,,,,
12076,Guerrero,Acatepec,0.13,0.15,0.14,Range.percent,0.14,
12077,Guerrero,Marquelia,0.13,0.15,0.14,Range.percent,0.14,
12078,Guerrero,Cochoapa el Grande,0.13,0.15,0.14,Range.percent,0.14,
12079,Guerrero,Jose Joaquin de Herrera,0.13,0.15,0.14,Range.percent,0.14,
12080,Guerrero,Juchitan,,,,,,
12081,Guerrero,Iliatenco,0.13,0.15,0.14,Range.percent,0.14,
13001,Hidalgo,Acatlan,0.015,0.05,0.0325,Range.percent,0.0325,
13002,Hidalgo,Acaxochitlan,0.015,0.05,0.0325,Range.percent,0.0325,
13003,Hidalgo,Actopan,0.015,0.05,0.0325,Range.percent,0.0325,
13004,Hidalgo,Agua Blanca de Iturbide,,,,,,
13005,Hidalgo,Ajacuba,0.015,0.05,0.0325,Range.percent,0.0325,
13006,Hidalgo,Alfajayucan,0.015,0.05,0.0325,Range.percent,0.0325,
